"Id","Condition","Sex","Centroid.Size","Log.Centroid.Size","X1","Y1","X2","Y2","X3","Y3","X4","Y4","X5","Y5","X6","Y6","X7","Y7","X8","Y8","X9","Y9","X10","Y10","X11","Y11","X12","Y12","X13","Y13","X14","Y14","X15","Y15","Procrustes_X1","Procrustes_Y1","Procrustes_X2","Procrustes_Y2","Procrustes_X3","Procrustes_Y3","Procrustes_X4","Procrustes_Y4","Procrustes_X5","Procrustes_Y5","Procrustes_X6","Procrustes_Y6","Procrustes_X7","Procrustes_Y7","Procrustes_X8","Procrustes_Y8","Procrustes_X9","Procrustes_Y9","Procrustes_X10","Procrustes_Y10","Procrustes_X11","Procrustes_Y11","Procrustes_X12","Procrustes_Y12","Procrustes_X13","Procrustes_Y13","Procrustes_X14","Procrustes_Y14","Procrustes_X15","Procrustes_Y15","Procrustes_Centroid_Size"
"H_002M-WING","hypoxia","M",1.919302623,0.6519619027,0.774,1.67185,0.76239,1.59058,0.70692,1.53253,0.78819,1.40482,0.81915,1.43191,0.92106,1.54801,1.00362,1.6525,1.09263,1.47835,1.07328,1.42675,1.32097,1.30162,1.27324,1.19455,1.86277,1.53382,2.0911,1.22809,2.00854,1.07328,1.46545,0.94815,-0.252147525415,0.0711731625288787,-0.245680292850113,0.0288756076939836,-0.264597948968203,-0.00845226065813274,-0.204789430089768,-0.059906230241777,-0.193429312561466,-0.0417205344152808,-0.160101711522718,0.0315720212495351,-0.134672549842603,0.0961570940059356,-0.0639960661945604,0.0227014713157637,-0.0658663638265471,-0.00595983541144907,0.0765815694801873,-0.0310230049198138,0.0689202500132873,-0.0916409468288527,0.311859706959527,0.166548937335953,0.471890183673463,0.0484667071271213,0.454053383246803,-0.0412188326199362,0.201976107897712,-0.185573356161928,1.91930262268704
"H_110M-WING","hypoxia","M",1.921212737,0.6529566206,0.93267,0.8901,1.032,0.87204,1.07457,0.81012,1.20616,0.8772,1.18294,0.90945,1.07715,1.01781,0.96105,1.10037,1.15069,1.18165,1.19842,1.15714,1.33645,1.3945,1.4461,1.34677,1.15069,1.95307,1.4719,2.18914,1.60219,2.08594,1.68862,1.50673,-0.247929282475312,0.0753168921751884,-0.238736739731296,0.0235670961362498,-0.261238578238179,-0.00843503826638523,-0.204645394843403,-0.0604953576790847,-0.193115005385479,-0.0433160226923656,-0.159410042390398,0.0279573131407679,-0.140161551624031,0.0995854848626974,-0.0661152190678349,0.0217690851508594,-0.0694242793119453,-0.00596834689733082,0.0714415711763634,-0.0303027571953858,0.0680241868882925,-0.0924699410823578,0.310373294616322,0.16161811927789,0.483812884725801,0.0476506522708027,0.457068278961913,-0.0346453083654156,0.190055876699185,-0.18183187083613,1.92121273723309
"H_108M-WING","hypoxia","M",1.929224139,0.6571179218,1.10166,0.84753,1.03458,0.89526,0.95589,0.88881,0.93009,1.03458,0.97137,1.03587,1.11327,1.03845,1.25389,1.02942,1.18552,1.19455,1.1494,1.21648,1.24357,1.47319,1.14811,1.51318,1.77763,1.68733,1.77118,2.10142,1.60993,2.13754,1.1094,1.80859,-0.247203608994285,0.0684140225303148,-0.242977909519434,0.0259258438365044,-0.266134207864166,-0.00784421093035614,-0.207145508623924,-0.0569794567501165,-0.195938654866019,-0.0387251839813696,-0.158258699194591,0.0245014362238744,-0.126130881791308,0.0901396251498121,-0.0693738623168027,0.0168551760484052,-0.0687987770031943,-0.00505439433231189,0.07102208209699,-0.0287290386828157,0.0644561679376211,-0.0820070986431654,0.304899943068672,0.156613301518139,0.489663934519739,0.047127954694739,0.464426125621473,-0.0347697725297863,0.187493856929226,-0.175468204151867,1.92922413944743
"H_111F-WING","hypoxia","F",1.934978194,0.6600960573,1.90921,1.26937,1.85374,1.201,1.85245,1.11456,1.70539,1.08747,1.7041,1.13133,1.71313,1.29001,1.75183,1.4203,1.54801,1.37386,1.51447,1.32613,1.2655,1.41643,1.21906,1.30807,1.11972,1.96726,0.67338,1.96984,0.62694,1.80085,0.92364,1.26937,-0.247678144988939,0.0748043641543526,-0.241704829452212,0.0296614889815688,-0.264504865071928,-0.00879825366570194,-0.206989029417022,-0.0605012874056356,-0.194561044492961,-0.0415111043645697,-0.15564854184132,0.0308913170031256,-0.137474795169911,0.0988026802042224,-0.0601683826148785,0.0232222211815503,-0.0582884329137617,-0.00688839956202849,0.0759100912203112,-0.034384164630384,0.067089745415182,-0.0947210992033562,0.289138432275436,0.169066837103034,0.486604035934527,0.0495351400337331,0.461395343156036,-0.0375281188929813,0.186880417961441,-0.19165162093693,1.93497819423717
"H_059M-WING","hypoxia","M",1.935238647,0.6602306507,1.87696,1.70152,1.88083,1.61122,1.9363,1.56349,1.86535,1.43707,1.83697,1.46416,1.73893,1.57768,1.64347,1.68088,1.56478,1.50415,1.58929,1.46287,1.33129,1.32871,1.37902,1.21777,0.7869,1.56349,0.53019,1.24357,0.62952,1.10037,1.22035,0.98169,-0.250378149924174,0.0699735739923886,-0.238522679884315,0.0247907172436217,-0.258638383055143,-0.00723773254008402,-0.20432628457966,-0.0588499491627603,-0.194440967050031,-0.0411448439900245,-0.163334094987826,0.029861674051672,-0.131927304556123,0.0953798850671339,-0.0661219278124734,0.0201032078440417,-0.0719314176244734,-0.00401953993491312,0.0759308853872536,-0.0309352962695423,0.0692745168575695,-0.0929983443908897,0.30897341946467,0.168005822660756,0.484517623900541,0.0491603970349195,0.457299898860483,-0.0366997752095011,0.183624865003702,-0.185389796396818,1.93523864716818
"H_008M-WING","hypoxia","M",1.935987503,0.6606175339,1.6267,0.79722,1.68217,0.87204,1.76602,0.87333,1.76602,1.02684,1.72216,1.02555,1.59316,0.97266,1.459,0.94428,1.46158,1.15327,1.51189,1.1881,1.3816,1.42546,1.4848,1.47448,0.77658,1.58155,0.80754,1.91953,0.95331,1.9879,1.48351,1.79569,-0.254150892154698,0.0711470399113753,-0.241400629967811,0.0247306149567219,-0.267603121115375,-0.00979188919889465,-0.205158656049269,-0.0587296115086898,-0.191701271623559,-0.0404753541786876,-0.172087816923279,0.0288618261437322,-0.14086350643017,0.092488978403724,-0.0566764216512661,0.024812584004715,-0.0585463784091827,-0.00675443195987917,0.0795517112779813,-0.0294207445080322,0.0665968190142368,-0.0870337973578617,0.33591674567693,0.166943421471352,0.463555838529166,0.0466092266300531,0.444898449544665,-0.0344870357417161,0.19766913028163,-0.188900827067912,1.93598750328956
"H_013M-WING","hypoxia","M",1.939260508,0.6623067192,0.81915,0.89913,0.79206,0.99072,0.73401,1.03716,0.78045,1.16746,0.81786,1.14036,0.9417,1.0578,1.04748,0.96492,1.09521,1.15456,1.0707,1.19971,1.29001,1.37386,1.22293,1.45642,1.87309,1.24615,2.05369,1.60606,1.94791,1.72216,1.33645,1.73377,-0.25266141194925,0.0716687791860021,-0.243057525475401,0.0233542328353954,-0.258420642918977,-0.0117747249234594,-0.205958378526908,-0.0601234900556087,-0.195379340872927,-0.0387764076871213,-0.158646741476218,0.0286264148467711,-0.132632945420428,0.0964085284854667,-0.0653460698044602,0.0212776480720854,-0.0657052299482216,-0.00521601464068991,0.0762019789509885,-0.0321124310282562,0.0653827140694186,-0.0859002902569398,0.311775797623289,0.166075860971434,0.480571153536263,0.0450837368377847,0.460129070405071,-0.03330018752626,0.183747571807759,-0.185291655116604,1.93926050843098
"H_112M-WING","hypoxia","M",1.944137558,0.6648184639,0.72756,1.23712,0.72885,1.32355,0.68112,1.39192,0.78561,1.49254,0.81657,1.45771,0.88881,1.33129,0.95847,1.20487,1.07844,1.35193,1.06812,1.40353,1.35064,1.4719,1.31968,1.58413,1.80859,1.1094,2.13883,1.3687,2.08465,1.52737,1.5364,1.78021,-0.246720482257407,0.0705856986256614,-0.243429606770328,0.0262349315319263,-0.265864449613868,-0.0103302332016438,-0.209140523513367,-0.0588316113771227,-0.194298866928031,-0.0400018633533641,-0.161041218997217,0.0271226764245583,-0.12910753990251,0.0941692253188072,-0.0630202102085086,0.0222871986379071,-0.0667516325235969,-0.00452793337563857,0.0804265267095488,-0.0310528868985223,0.0679385646456941,-0.0896359474932862,0.304610875986698,0.169045263718903,0.482097694174349,0.0459130464008897,0.459095720699795,-0.0372256532376846,0.185205148498747,-0.18375191172139,1.94413755807899
"H_044M-WING","hypoxia","M",1.949970752,0.6678143735,1.84471,1.18294,1.83181,1.26421,1.88083,1.32355,1.76602,1.43062,1.74667,1.39321,1.68991,1.26163,1.61509,1.14036,1.47964,1.28356,1.48996,1.33387,1.21777,1.3945,1.23454,1.5106,0.74433,1.05135,0.4257,1.27969,0.47859,1.44094,0.99459,1.70926,-0.250318181184557,0.0665624077381972,-0.241933448835918,0.0251934456095839,-0.265759365245449,-0.00628855605128749,-0.204584944324951,-0.0586534419945317,-0.195483941425274,-0.0390590401547568,-0.169266943467448,0.0296124796051816,-0.133570876534006,0.0933961139493409,-0.0610293780637188,0.0229644215195668,-0.0652196979869557,-0.00304421333947742,0.0755982448908462,-0.0281741875293763,0.0695377322796531,-0.0880408453169585,0.310740714051579,0.158022384172068,0.479015881663438,0.0479566721631283,0.455431472217058,-0.0358358733753436,0.196842731965703,-0.184611766995335,1.94997075198236
"H_078M-WING","hypoxia","M",1.953326354,0.6695337417,0.66306,1.27066,0.72627,1.20487,0.74175,1.12746,0.88752,1.10166,0.88494,1.14811,0.85914,1.30291,0.82689,1.43836,1.00878,1.38934,1.04619,1.34161,1.3171,1.46158,1.38676,1.34935,1.41772,2.03692,1.86277,2.03434,1.92598,1.88083,1.67443,1.3429,-0.25026540977301,0.0763380781557401,-0.243067349382395,0.0301480583610493,-0.259322115813754,-0.00689280647768703,-0.205715298278235,-0.0605565382048686,-0.193147037292196,-0.0403018151000691,-0.158490151695355,0.0322527023867777,-0.132216845492649,0.0985874940116814,-0.0702672012846866,0.0245598006720661,-0.0685949530225695,-0.00646496538565997,0.0803719692500132,-0.0357160053358508,0.0766264584082352,-0.10329266369148,0.291712570985183,0.176198900214743,0.477738928423268,0.0443460478597763,0.459158001702757,-0.0386650044637777,0.195478433265395,-0.19054128300244,1.95332635361665
"H_085M-WING","hypoxia","M",1.954636789,0.6702043907,1.83181,1.74796,1.75957,1.8073,1.73893,1.88212,1.59445,1.88212,1.60348,1.83697,1.64218,1.70023,1.68604,1.56349,1.49899,1.58929,1.4719,1.62799,1.21777,1.48351,1.15198,1.5751,1.13004,0.87849,0.74562,0.82431,0.66177,0.97524,0.87075,1.55446,-0.249265164714371,0.0735716405298144,-0.242140376031422,0.0262717947677054,-0.259929133919786,-0.00923378133455364,-0.205021009464962,-0.0587309368006426,-0.192984739211744,-0.0384787070081206,-0.160847082020441,0.0267462227528926,-0.130669857036856,0.0937389052097118,-0.0684214811557436,0.0198528646907664,-0.0713843916974884,-0.00413568387731154,0.0746919858640077,-0.0362886970201996,0.068316882041794,-0.093636108526094,0.315305946399523,0.16358681358717,0.47996118882061,0.0524795163041097,0.460120644731115,-0.0336054152078848,0.182266587395764,-0.182138428067364,1.95463678943515
"H_067M-WING","hypoxia","M",1.962477471,0.6742076907,0.65403,1.44481,0.70692,1.36741,0.70692,1.28743,0.82818,1.23067,0.83979,1.27453,0.84753,1.42546,0.85527,1.5622,1.032,1.48351,1.05006,1.42933,1.32742,1.47964,1.36612,1.35967,1.60606,2.02144,2.00596,1.92985,2.02273,1.75828,1.64089,1.28227,-0.250790323560355,0.0754848496349099,-0.240327588171938,0.0288663576576456,-0.255397999969762,-0.00900866212460763,-0.208666364217926,-0.0587349343995251,-0.194904575524285,-0.0401518424638239,-0.16280272340702,0.0298639205394634,-0.13337320608709,0.0931616125350007,-0.0645066488149841,0.0225983554860629,-0.0661626033542082,-0.00646149529891656,0.0746644024486733,-0.0348938783842141,0.070386515559938,-0.0989986540227936,0.308701788948423,0.169180713367856,0.480819281375289,0.0504624494243246,0.45643591784944,-0.0339458238948528,0.185924126925807,-0.18742296805653,1.9624774707089
"H_029M-WING","hypoxia","M",1.965424148,0.6757080732,1.55317,1.88599,1.61251,1.81633,1.68733,1.7944,1.69765,1.64863,1.65121,1.65508,1.50157,1.69249,1.3687,1.74796,1.38676,1.54672,1.43836,1.51705,1.28227,1.25131,1.39063,1.19842,0.69531,1.15585,0.65919,0.77142,0.81915,0.68757,1.38289,0.903,-0.251065023032742,0.0722154081465386,-0.243611087995007,0.0262503020776011,-0.259765962378912,-0.00998737982422176,-0.206645964267808,-0.0620277831009643,-0.193842219178324,-0.0418956932500657,-0.15903368406943,0.0284537255410259,-0.136752084027961,0.0982528586933865,-0.0646756665137346,0.0249306207809495,-0.0701761584211597,-0.00485418506576129,0.0843004423651265,-0.0319077023290145,0.0690982951327943,-0.0913539279429217,0.314751811523729,0.164219869973504,0.475713157638891,0.051534153058594,0.455509430983138,-0.0381207048909561,0.186194712241399,-0.185709561867695,1.96542414756714
"H_058M-WING","hypoxia","M",1.9657297,0.6758635248,1.06425,1.88083,0.99201,1.81891,0.91848,1.81762,0.88881,1.67701,0.93138,1.67443,1.07844,1.69378,1.21777,1.69507,1.16746,1.51834,1.12101,1.49512,1.22809,1.22422,1.11843,1.17391,1.80343,1.04748,1.78537,0.64629,1.62154,0.58824,1.07844,0.88623,-0.248999534293541,0.0736034050127967,-0.241768137134148,0.0257375932641042,-0.26104251452832,-0.00633408721990909,-0.208380241990034,-0.0570564214406867,-0.195786061615139,-0.0393859206910976,-0.164473181350691,0.0292789187151405,-0.127453739734146,0.0897395654537783,-0.0647740255868768,0.0203703530679847,-0.0672835998638724,-0.00593210042625651,0.0784703397444678,-0.0327944662416785,0.0706008085258324,-0.0936742150497936,0.309890285816412,0.167759075767086,0.478104317190642,0.051768876074426,0.45896465204263,-0.0345679565998495,0.183930632776784,-0.188512619686044,1.96572969971289
"H_123M-WING","hypoxia","M",1.967022562,0.6765210096,1.38031,0.8514,1.46287,0.90171,1.54156,0.89397,1.58542,1.02942,1.54414,1.04103,1.39063,1.05522,1.24744,1.05006,1.33258,1.21519,1.38289,1.24228,1.31581,1.53124,1.4332,1.56091,0.77916,1.78021,0.86043,2.19043,1.02684,2.21623,1.51705,1.83955,-0.249683149818097,0.073944344131426,-0.242756924023429,0.0252718149818393,-0.262174244884214,-0.00993733945351449,-0.207700134359087,-0.0576271522564271,-0.193987073221444,-0.0406722210405713,-0.156535036237992,0.0281963720170104,-0.13019165789181,0.0961297215855878,-0.070138107461132,0.0231950193110631,-0.0675856108471073,-0.00574844698665174,0.0808824489011722,-0.0324318314071778,0.0711724241644247,-0.0932339023798657,0.304963356386078,0.168291224170584,0.480290413641694,0.047952806052764,0.458929225476136,-0.0349728529482731,0.184514070174807,-0.188357555777793,1.96702256209057
"H_065M-WING","hypoxia","M",1.971145887,0.6786150419,1.37773,1.99435,1.29001,1.9621,1.21132,1.98919,1.13391,1.84987,1.17907,1.83439,1.31968,1.80343,1.44739,1.76473,1.34032,1.60348,1.29388,1.6009,1.29646,1.30807,1.17778,1.30033,1.74538,0.9546,1.59832,0.57147,1.41385,0.57405,1.032,1.02297,-0.253554924066621,0.0760756414755702,-0.245792504566841,0.0292780647301577,-0.266762152933754,-0.00739035749580119,-0.204635840432788,-0.0591996320602249,-0.192633902766733,-0.0381500049607395,-0.163862684301978,0.0290274206410855,-0.132454949612096,0.0890429584683018,-0.0622030260379354,0.0203613563507796,-0.0653201639569835,-0.00304168716712854,0.0809394602356622,-0.0295216197990058,0.0735446025893308,-0.0894357990270452,0.299773830752087,0.160810778392214,0.476861363053028,0.0511502046020825,0.45808210494017,-0.0405839239022037,0.198018787105451,-0.188423400248042,1.97114588651035
"H_063M-WING","hypoxia","M",1.972690546,0.6793983703,0.72885,1.64089,0.72111,1.5493,0.67467,1.48738,0.76626,1.37128,0.79206,1.40611,0.87075,1.52737,0.95073,1.6396,1.06167,1.47448,1.04748,1.41901,1.33774,1.3042,1.30549,1.18552,1.84729,1.58155,2.11819,1.29388,2.04079,1.14036,1.48609,0.97008,-0.250849379977665,0.0719907858988156,-0.245052496489497,0.0257390852000942,-0.2615784244439,-0.00986556782742173,-0.20392635282478,-0.0578271825631566,-0.194789635836189,-0.0378338420298396,-0.168508307227305,0.0306019026850115,-0.140636252114575,0.0946961450572351,-0.0682273700367169,0.0244510595888277,-0.0694316869867114,-0.00455970495103539,0.0866412387175249,-0.030977285147093,0.0831264959895581,-0.0932483715104847,0.310257549238311,0.160228623142665,0.474914373921006,0.046018309148735,0.452669357440884,-0.0382857149948442,0.195390890630053,-0.18112824169751,1.9726905459127
"H_015M-WING","hypoxia","M",1.975777873,0.6809621805,1.00491,1.88212,0.94557,1.80472,0.8643,1.7944,0.86172,1.64089,0.903,1.64347,1.0449,1.6912,1.19068,1.74022,1.18165,1.52608,1.12875,1.49383,1.26937,1.24744,1.16359,1.19197,1.86277,1.15069,1.89115,0.75465,1.73506,0.66306,1.18165,0.88236,-0.252492572355555,0.0735665330897033,-0.241897894058367,0.0253421784866864,-0.264422254127916,-0.00948264871517904,-0.205846088983553,-0.0605730744716854,-0.19337427114933,-0.0437523719873154,-0.1655450225924,0.0267466103273923,-0.136948363661713,0.099168318516105,-0.0570108346792344,0.025796715199554,-0.0617893296148135,-0.00520168815149391,0.0794674142766015,-0.0311717747833673,0.0664219991352162,-0.0902177319515489,0.310553395563308,0.166943046509213,0.47310722270121,0.0486970816247741,0.457623625178574,-0.0416052789341386,0.192152974367973,-0.1842559147587,1.9757778728322
